observation_id,class_id
3008839401,-1
3008839402,1178
3008839406,1014
3008839407,1584
3008839409,180
3008839413,1272
3008840341,492
3008840342,687
3008840343,1000
3008840344,223
3008840351,487
3008840352,553
3008840353,1175
3008840360,741
3008840363,1182
3008840364,465
3008840366,957
3008840370,-1
3008840373,957
3008840383,249
3008840386,1184
3008840399,88
3008840402,1437
3008840403,214
3008840404,514
3008840405,744
3008841344,384
3008841350,1184
3008841351,496
3008841354,1595
3008841356,893
3008841359,1178
3008841360,1073
3008841363,1014
3008841364,71
3008841366,267
3008841370,246
3008841379,124
3008841380,88
3008841384,830
3008841386,937
3008841391,1418
3008841392,685
3008841393,1400
3008841396,962
3008841398,170
3008841399,1437
3008841400,1584
3008841401,1395
3014631324,-1
3014631325,1175
3014631332,1034
3014631333,1184
3014631335,1274
3014631337,1031
3014631344,99
3014631345,973
3014631350,351
3014631353,-1
3014631357,-1
3014631359,1486
3014631361,674
3014631364,1128
3014631366,1500
3014631368,136
3014631378,1088
3014631379,741
3014631380,1437
3014631382,1121
3014632325,384
3014632326,1088
3014632334,384
3014632336,457
3014632341,170
3014632343,-1
3014632346,1178
3014632348,140
3014632350,1543
3014632351,1491
3014632357,469
3014632359,987
3014632372,374
3014632373,124
3014632374,214
3014632377,1395
3014632379,402
3014632381,739
3014632382,1059
3014632383,743
3014633326,806
3014633327,1113
3014633330,702
3014633339,180
3014633340,1136
3014633341,-1
3014633343,1182
3014633351,88
3014633354,1102
3014633358,1491
3014633361,130
3014633366,490
3014633373,180
3014633379,151
3014633388,937
3014634326,-1
3014634336,471
3014634337,1595
3014634338,124
3014634339,713
3014634340,1088
3014634344,252
3014634346,1391
3014634350,1182
3014634356,1491
3014634359,657
3014634361,487
3014634368,401
3014634370,1491
3014634371,1543
3014634372,1493
3014634373,1439
3014634374,1132
3014634375,88
3014634384,739
3014635319,755
3014635323,1405
3014635324,1014
3014635333,394
3014635334,1310
3014635339,384
3014635340,75
3014635344,1239
3014635347,1602
3014635350,124
3014635354,1421
3014635355,957
3014635356,100
3014635358,391
3014635361,166
3014635365,88
3014635368,74
3014635369,1001
3014635371,119
3014635373,469
3014635374,387
3014635375,1437
3014635376,1000
3014635379,987
3014635382,1411
3014635383,812
3014636317,-1
3014636318,-1
3014636320,973
3014636321,1595
3014636322,1541
3014636323,1182
3014636330,1357
3014636331,1088
3014636332,1059
3014636336,1598
3014636342,1184
3014636344,937
3014636345,467
3014636348,1584
3014636350,119
3014636352,88
3014636353,1486
3014636354,975
3014636356,836
3014636362,-1
3014636365,1584
3014636366,384
3014636369,1059
3014636370,170
3014636371,88
3014636373,1491
3014636376,1093
3014636380,1014
3014636381,1395
3014636382,1112
3014636383,487
3014636384,937
3014636385,937
3014636386,124
3014636387,-1
3014637333,1136
3014637335,407
3014637337,-1
3014637338,1543
3014637340,1491
3014637342,1177
3014637347,515
3014637351,1491
3014637355,1418
3014637362,492
3014637363,1440
3014637364,1486
3014637365,1596
3014637366,74
3014637367,1061
3014637368,1121
3014637369,1182
3014637376,1182
3014637377,544
3014637380,468
3014637384,1121
3014637386,468
3014637392,981
3014637394,196
3014637396,1543
3014637397,1136
3014638329,405
3014638342,194
3014638344,354
3014638345,657
3014638350,166
3014638353,937
3014638354,925
3014638357,1073
3014638358,1128
3014638360,-1
3014638362,88
3014638364,836
3014638368,1411
3014638372,99
3014638374,387
3014638375,1083
3014638376,1121
3014638378,1182
3014638385,1135
3014638387,468
3014639335,1543
3014639340,1061
3014639341,515
3014639342,1220
3014639343,1014
3014639346,384
3014639355,487
3014639358,1182
3014639360,1182
3014639361,1217
3014639362,1491
3014639363,739
3014639368,1491
3014639370,1182
3014639371,1428
3014639374,124
3014639375,1128
3014639378,1438
3014639382,1177
3014639388,694
3014640318,1411
3014640324,1175
3014640332,937
3014640333,1483
3014640335,180
3014640336,1594
3014640337,1239
3014640338,748
3014640339,1182
3014640343,140
3014640344,-1
3014640351,929
3014640353,202
3014640355,1543
3014640356,506
3014640357,934
3014640358,-1
3014640362,1575
3014640366,88
3014640367,1121
3014640368,1217
3014640374,1427
3014640378,1274
3014640380,1099
3014640384,1088
3014640386,184
3014640387,1437
3014641323,914
3014641326,125
3014641327,1500
3014641332,469
3014641335,196
3014641336,542
3014641337,812
3014641338,473
3014641343,492
3014641346,-1
3014641353,-1
3014641355,840
3014641362,1486
3014641365,88
3014641366,465
3014641370,937
3014641373,1239
3014641374,855
3014641378,1438
3014641379,466
3014641381,987
3014641382,351
3014641384,1128
3014641386,937
3014642335,702
3014642342,-1
3014642343,682
3014642345,1105
3014642346,1165
3014642347,124
3014642348,934
3014642349,-1
3014642350,74
3014642351,214
3014642352,515
3014642359,1131
3014642365,1526
3014642366,237
3014642369,-1
3014642373,88
3014642374,242
3014642375,99
3014642377,1182
3014642378,989
3014642379,1440
3014642380,957
3014642382,1059
3014642385,1128
3014642386,1273
3014642389,876
3014642391,1088
3014642392,1059
3014642394,75
3014642396,1165
3014642397,693
3014643328,-1
3014643333,-1
3014643335,487
3014643345,387
3014643347,1595
3014643348,1182
3014643352,937
3014643354,214
3014643357,-1
3014643358,1119
3014643359,1182
3014643360,1184
3014643361,1217
3014643362,356
3014643365,1093
3014643368,1467
3014643369,492
3014643374,1175
3014643377,1440
3014643378,973
3014643382,520
3014643384,1491
3014643387,355
3014643388,1128
3014643389,-1
3014643390,1493
3014643391,1014
3014643392,-1
3014644322,890
3014644329,89
3014644332,694
3014644336,88
3014644337,492
3014644340,937
3014644341,386
3014644342,685
3014644344,170
3014644349,1437
3014644350,88
3014644352,702
3014644355,492
3014644358,473
3014644359,-1
3014644360,1486
3014644361,94
3014644362,1059
3014644364,387
3014644366,1005
3014644367,1184
3014644370,1491
3014644373,858
3014644375,223
3014644376,1437
3014644377,1357
3014644378,465
3014644380,1584
3014644383,1575
3014645326,-1
3014645335,814
3014645336,-1
3014645342,375
3014645345,1054
3014645347,1420
3014645349,1001
3014645350,973
3014645355,71
3014645357,1166
3014645361,671
3014645364,1438
3014645371,1428
3014645372,198
3014645374,124
3014645379,1182
3014645380,1182
3014645383,1242
3014645384,468
3014645386,384
3014645390,1438
3014645392,88
3014645393,830
3014645394,-1
3014645397,468
3014646320,124
3014646322,-1
3014646323,1058
3014646327,-1
3014646329,751
3014646336,1237
3014646337,-1
3014646338,196
3014646339,1088
3014646348,-1
3014646349,181
3014646350,-1
3014646353,1395
3014646361,-1
3014646363,1491
3014646366,-1
3014646367,1491
3014646369,890
3014646374,836
3014646376,387
3014646381,1439
3014646386,1491
3014647322,360
3014647326,225
3014647328,131
3014647330,-1
3014647333,1283
3014647339,1177
3014647340,1482
3014647343,374
3014647352,75
3014647357,351
3014647363,1440
3014647365,88
3014647370,538
3014647371,836
3014647372,467
3014647378,-1
3014647379,1491
3014647380,937
3014647381,1058
3014648317,914
3014648322,499
3014648331,182
3014648337,703
3014648341,-1
3014648343,1184
3014648345,1437
3014648346,214
3014648351,160
3014648353,-1
3014648356,1093
3014648357,1093
3014648360,1486
3014648368,1128
3014648373,1136
3014648376,1603
3014648377,1404
3014648378,89
3014648379,237
3014648381,1274
3014649331,-1
3014649332,916
3014649341,1437
3014649342,1071
3014649344,223
3014649350,1182
3014649354,389
3014649356,1482
3014649357,374
3014649358,812
3014649363,-1
3014649372,1603
3014649375,312
3014649376,1090
3014649379,1128
3014649386,1182
3014649390,1158
3014649391,812
3014649392,-1
3014650317,1300
3014650319,171
3014650321,1602
3014650322,-1
3014650325,982
3014650332,1000
3014650333,144
3014650351,1491
3014650352,473
3014650355,1442
3014650358,1186
3014650360,399
3014650369,1175
3014650371,1491
3014650377,489
3014650379,748
3018965324,-1
3018965327,830
3018965328,215
3018965330,312
3018965331,1119
3018965333,682
3018965334,467
3018965335,374
3018965336,170
3018965341,1302
3018965343,1235
3018965344,1000
3018965345,88
3018965348,492
3018965351,553
3018965352,1486
3018965355,1058
3018965357,-1
3018965358,1214
3018965364,200
3018965366,1401
3018965370,-1
3018965372,1088
3018965374,136
3018965375,1491
3018965376,489
3018965377,-1
3018965378,88
3018965382,933
3018966322,981
3018966326,614
3018966328,1595
3018966331,196
3018966336,88
3018966338,1088
3018966341,937
3018966346,1182
3018966354,151
3018966355,214
3018966362,389
3018966365,812
3018966370,702
3018966371,1293
3018966372,1491
3018966374,671
3018966375,1088
3018967329,-1
3018967330,193
3018967334,223
3018967340,-1
3018967341,1486
3018967342,1214
3018967343,1239
3018967344,1058
3018967350,184
3018967351,166
3018967357,492
3018967358,-1
3018967361,90
3018967369,1015
3018967370,1177
3018967372,-1
3018967373,710
3018967377,1603
3018968332,-1
3018968333,-1
3018968338,94
3018968339,741
3018968340,-1
3018968342,468
3018968343,-1
3018968345,1058
3018968346,-1
3018968347,1491
3018968348,-1
3018968349,1595
3018968353,386
3018968356,1438
3018968365,1242
3018968366,374
3018968368,1491
3018968369,1088
3018968370,1439
3018968373,1412
3018968375,1411
3018968376,812
3018968378,1437
3018968379,1182
3018968382,136
3018968383,170
3018968385,1182
3018968389,1022
3018969328,-1
3018969330,-1
3018969332,74
3018969333,171
3018969334,1128
3018969341,195
3018969347,1405
3018969356,1564
3018969359,1602
3018969365,-1
3018969367,1400
3018969369,468
3018969372,702
3018969373,1482
3018969377,671
3018970334,-1
3018970338,473
3018970341,1059
3018970344,1301
3018970346,1577
3018970350,1437
3018970354,469
3018970358,928
3018970359,88
3018970360,1182
3018970363,1583
3018970365,1437
3018970368,974
3018970370,129
3018970371,710
3018970375,374
3018970376,951
3018970378,1239
3018970379,1603
3018970380,468
3018970387,374
3018972332,908
3018972334,387
3018972342,203
3018972343,899
3018972350,1486
3018972352,1239
3018972354,384
3018972357,394
3018972360,1117
3018972364,557
3018972365,1491
3018972369,88
3018972372,-1
3018972376,1596
3018972378,1182
3018972379,812
3018972380,124
3018972385,489
3018972387,1483
3018973326,1099
3018973327,1164
3018973328,170
3018973329,387
3018973333,1437
3018973335,461
3018973336,163
3018973337,1237
3018973338,1486
3018973339,420
3018973340,836
3018973342,1184
3018973350,1073
3018973352,124
3018973358,1177
3018973359,1437
3018973362,242
3018973365,1419
3018973366,94
3018973372,468
3018973373,1020
3018973374,1437
3018973376,492
3018973377,1491
3018973379,387
3018973381,687
3018974337,93
3018974338,579
3018974340,616
3018974342,1439
3018974345,1483
3018974349,94
3018974351,74
3018974355,836
3018974357,1184
3018974359,1491
3018974364,1009
3018974366,1135
3018974369,384
3018974373,672
3018974374,136
3018974375,-1
3018974376,517
3018974378,124
3018974379,-1
3018974386,99
3018974389,-1
3018974392,387
3018974393,-1
3018974396,710
3018974397,1270
3018975331,1184
3018975332,877
3018975333,812
3018975334,124
3018975335,1174
3018975337,394
3018975338,1438
3018975344,1491
3018975347,1073
3018975349,1014
3018975351,1473
3018975352,1015
3018975356,685
3018975365,1575
3018975372,374
3018975373,1059
3018975381,1182
3018976330,1088
3018976333,1214
3018976334,469
3018976344,536
3018976345,468
3018976348,1073
3018976351,1014
3018976352,-1
3018976356,1482
3018976361,170
3018976362,1419
3018976363,1040
3018976365,180
3018976369,386
3018976372,1483
3018976373,1160
3018976374,88
3018976377,1088
3018976378,88
3018976380,1584
3018977338,469
3018977339,1213
3018977342,-1
3018977346,389
3018977350,934
3018977351,1093
3018977352,-1
3018977355,-1
3018977356,386
3018977357,1575
3018977358,474
3018977360,-1
3018977364,1486
3018977365,1484
3018977367,1119
3018977368,929
3018977375,170
3018977377,898
3018977380,1180
3018977385,1491
3018977386,1128
3018977387,1486
3018977388,180
3018977389,1073
3018977390,1109
3018978341,515
3018978348,124
3018978352,487
3018978356,1014
3018978357,124
3018978358,124
3018978359,99
3018978360,1117
3018978361,1395
3018978362,389
3018978367,-1
3018978369,182
3018978370,1491
3018978372,1121
3018978379,856
3018978385,487
3018978386,538
3018978389,1184
3018978390,489
3018979330,-1
3018979342,1437
3018979343,99
3018979346,1603
3018979349,131
3018979351,1491
3018979356,706
3018979365,1576
3018979367,201
3018979380,889
3018980326,-1
3018980330,-1
3018980332,182
3018980334,682
3018980335,1543
3018980338,196
3018980341,214
3018980342,1232
3018980345,88
3018980347,1491
3018980349,77
3018980352,1182
3018980358,608
3018980360,1438
3018980361,170
3018980362,1481
3018980363,933
3018980365,1104
3018980368,223
3018980372,1301
3018980373,1437
3018980374,-1
3018980376,262
3018980377,1073
3018980378,1239
3018980379,492
3018980380,492
3018980383,-1
3018981333,186
3018981337,468
3018981342,1439
3018981343,1493
3018981345,1437
3018981346,487
3018981347,1184
3018981348,1482
3018981355,1500
3018981358,1031
3018981359,473
3018981361,-1
3018981362,148
3018981365,425
3018981367,933
3018981374,1494
3018981375,99
3018981376,249
3018981377,579
3018981378,702
3018981379,1099
3018981380,1584
3018981381,1401
3018981383,1491
3018981384,492
3018981385,1274
3018981386,695
3018981388,1491
3018981389,1184
3018981391,702
3018982342,496
3018982343,1014
3018982344,1543
3018982347,171
3018982349,75
3018982350,536
3018982351,144
3018982358,1478
3018982360,1543
3018982361,1491
3018982364,1491
3018982367,387
3018982370,474
3018982372,171
3018982374,1526
3018982383,-1
3018982384,1005
3018982385,492
3018982389,469
3018982390,702
3018982391,88
3018982396,1491
3018982397,1421
3018983329,957
3018983331,995
3018983332,-1
3018983336,657
3018983337,687
3018983338,94
3018983341,467
3018983342,1175
3018983345,242
3018983346,1602
3018983348,144
3018983350,1093
3018983358,1409
3018983359,171
3018983361,-1
3018983363,555
3018983365,-1
3018983372,740
3018983374,1059
3018983376,741
3018983379,1059
3018983380,1491
3018984333,1243
3018984336,916
3018984346,1437
3018984353,1059
3018984358,-1
3018984359,1014
3018984360,473
3018984364,186
3018984365,99
3018984366,-1
3018984367,1121
3018984373,1486
3018984375,1584
3018984377,1491
3018984378,88
3018984379,672
3018984382,830
3018984383,1486
3018984386,1083
3018984387,1182
3018984389,1401
3018984391,1466
3018984392,489
3018985330,1467
3018985334,1483
3018985337,99
3018985339,1491
3018985343,738
3018985346,1437
3018985347,1274
3018985349,1020
3018985350,-1
3018985352,560
3018985354,182
3018985357,170
3018985358,1438
3018985361,1182
3018985362,75
3018985365,836
3018985373,1584
3018985374,1491
3018985375,1437
3018985376,1242
3018985377,124
3018985378,384
3018985380,1274
3024136313,1483
3024136318,496
3024136320,487
3024136324,-1
3024136332,1184
3024136334,386
3024136337,88
3024136339,743
3024136340,1000
3024136348,487
3024136349,1575
3024136351,-1
3024136352,1420
3024136356,1182
3024136357,832
3024136367,1175
3024136369,1437
3024136373,916
3024136375,384
3024136382,-1
3024136383,-1
3024136384,1595
3024136385,1486
3024136392,468
3024137313,1442
3024137315,900
3024137317,-1
3024137326,522
3024137327,1184
3024137330,672
3024137331,1184
3024137333,129
3024137336,1424
3024137340,1491
3024137342,750
3024137348,1129
3024137349,492
3024137354,745
3024137360,1438
3024137369,1020
3024137371,1543
3024137380,386
3024137381,1491
3024137382,88
3024137384,1486
3024137386,538
3024137388,1215
3024137391,75
3024138306,830
3024138307,474
3024138308,492
3024138309,389
3024138313,1491
3024138316,1486
3024138318,1484
3024138323,671
3024138324,-1
3024138326,1481
3024138328,1594
3024138329,1486
3024138333,671
3024138338,-1
3024138340,99
3024138341,1563
3024138346,812
3024138347,1437
3024138354,1020
3024138355,1401
3024138356,487
3024138357,836
3024138360,608
3024138362,580
3024138365,1486
3024138369,1594
3024138373,1177
3024138375,937
3024139311,1603
3024139313,-1
3024139318,1118
3024139319,1411
3024139320,170
3024139326,1440
3024139329,1058
3024139342,1585
3024139343,384
3024139348,836
3024139350,170
3024139353,1182
3024139356,1184
3024139357,391
3024139361,1491
3024139362,739
3024139365,1182
3024139368,1215
3024139369,389
3024139372,1437
3024139379,685
3024139381,170
3024140308,100
3024140311,687
3024140319,1491
3024140320,1491
3024140325,491
3024140330,1040
3024140334,928
3024140335,1396
3024140338,1175
3024140339,1491
3024140342,124
3024140345,492
3024140347,870
3024140350,1059
3024140353,170
3024140354,-1
3024140363,1059
3024140366,94
3024140368,515
3024140370,-1
3024140379,671
3024140381,1242
3024140383,538
3024140384,1440
3024141308,870
3024141309,-1
3024141315,706
3024141316,515
3024141318,1220
3024141324,1481
3024141325,1059
3024141326,1182
3024141328,-1
3024141329,487
3024141331,1486
3024141334,973
3024141339,124
3024141341,1014
3024141343,176
3024141351,1122
3024141358,237
3024141359,1420
3024141360,387
3024141361,1000
3024141362,1182
3024141363,1020
3024141367,129
3024141372,522
3024141373,-1
3024141374,1491
3024141378,1182
3024141383,1059
3024141384,492
3024142308,469
3024142317,180
3024142318,-1
3024142319,1182
3024142322,-1
3024142323,1491
3024142327,1437
3024142330,124
3024142331,1483
3024142332,1491
3024142334,1594
3024142336,1184
3024142337,702
3024142338,1491
3024142342,933
3024142346,386
3024142349,1543
3024142351,702
3024142357,468
3024142361,1428
3024142366,387
3024142367,1437
3024142368,880
3024142370,1239
3024142374,-1
3024142376,885
3024142377,1494
3024142385,469
3024142389,1486
3024142390,836
3024143308,-1
3024143309,1098
3024143312,-1
3024143313,1093
3024143318,467
3024143324,1543
3024143328,1595
3024143329,420
3024143330,1000
3024143332,469
3024143334,1128
3024143336,753
3024143338,-1
3024143343,186
3024143348,-1
3024143350,468
3024143352,75
3024143354,973
3024143355,94
3024143356,1058
3024143357,1093
3024143359,671
3024143368,1491
3024143369,1576
3024143370,1391
3024143371,608
3024143375,1437
3024143381,354
3024143383,1059
3024144308,885
3024144313,-1
3024144317,1182
3024144319,1088
3024144320,1486
3024144322,1093
3024144324,1486
3024144330,1239
3024144332,131
3024144334,99
3024144335,471
3024144342,1128
3024144343,1418
3024144344,170
3024144345,874
3024144347,100
3024144349,743
3024144350,1043
3024144351,1486
3024144354,1014
3024144364,144
3024144366,1437
3024144367,1040
3024144369,1093
3024144371,469
3024144374,74
3024144377,1577
3024144379,-1
3024145311,1119
3024145312,703
3024145318,553
3024145320,664
3024145325,489
3024145327,88
3024145329,-1
3024145331,170
3024145334,1158
3024145338,1427
3024145341,889
3024145348,88
3024145349,1014
3024145350,1395
3024145352,1059
3024145353,1093
3024145354,1093
3024145355,1182
3024145359,929
3024145360,-1
3024145365,94
3024145369,934
3024145381,99
3024145384,-1
3024145385,-1
3024146311,164
3024146313,1548
3024146314,1000
3024146319,471
3024146320,1275
3024146323,710
3024146325,1466
3024146328,469
3024146329,1411
3024146330,-1
3024146332,408
3024146333,136
3024146335,-1
3024146338,1014
3024146342,-1
3024146347,1271
3024146351,77
3024146352,468
3024146353,1182
3024146354,159
3024146357,88
3024146358,1088
3024146360,-1
3024146361,99
3024146366,1289
3024146367,170
3024146368,1491
3024146370,1491
3024146371,506
3024146373,538
3024146381,489
3024146382,180
3024146387,492
3024146389,1493
3024146390,170
3024148313,925
3024148314,-1
3024148317,1437
3024148323,1401
3024148324,1437
3024148325,99
3024148326,1401
3024148330,889
3024148335,1418
3024148337,1038
3024148339,88
3024148344,468
3024148345,487
3024148347,1099
3024148348,492
3024148349,166
3024148354,-1
3024148356,702
3024148357,1420
3024148358,522
3024148359,506
3024148361,-1
3024148364,1184
3024148370,489
3024148375,88
3024148377,75
3024148381,1491
3024148382,1482
3024148383,1491
3024148384,1132
3024148385,-1
3024149318,124
3024149319,830
3024149320,138
3024149321,1175
3024149324,687
3024149325,1177
3024149331,469
3024149334,170
3024149338,1483
3024149340,-1
3024149347,129
3024149348,-1
3024149351,1603
3024149352,1136
3024149355,1491
3024149357,706
3024149361,1486
3024149368,1020
3024149372,401
3024149377,-1
3024149383,-1
3024149388,196
3024149389,1418
3024149390,1182
3024150311,-1
3024150312,374
3024150317,1491
3024150319,147
3024150322,1289
3024150328,469
3024150336,-1
3024150337,1059
3024150338,1428
3024150342,1595
3024150346,1175
3024150349,99
3024150350,1014
3024150352,1000
3024150353,468
3024150358,1486
3024150361,739
3024150362,1058
3024150366,492
3024150370,-1
3024150371,1217
3024150376,374
3024150377,-1
3024150380,836
3024150381,471
3024150383,1486
3024151314,1417
3024151316,706
3024151318,1099
3024151323,-1
3024151324,239
3024151329,223
3024151336,1121
3024151337,469
3024151340,55
3024151343,1584
3024151344,1437
3024151348,1395
3024151349,1014
3024151350,1059
3024151354,741
3024151356,702
3024151357,1182
3024151360,1575
3024151362,740
3024151363,916
3024151366,374
3024151368,877
3024151369,1482
3024151371,-1
3024151373,1482
3024151374,399
3024151385,468
3024152312,-1
3024152313,474
3024152315,157
3024152323,-1
3024152329,933
3024152334,-1
3024152336,357
3024152339,1401
3024152342,1182
3024152344,99
3024152347,515
3024152350,124
3024152351,491
3024152352,1486
3024152354,471
3024152356,1491
3024152357,1401
3024152368,1486
3024152369,468
3024152374,119
3024152376,1602
3024152380,1182
3024152384,1135
3024152387,812
3024153311,-1
3024153313,1483
3024153315,469
3024153316,94
3024153317,-1
3024153320,386
3024153321,836
3024153322,1273
3024153327,885
3024153328,492
3024153331,1442
3024153332,471
3024153334,214
3024153336,1184
3024153337,470
3024153341,538
3024153342,489
3024153343,836
3024153345,1305
3024153353,171
3024153354,471
3024153356,183
3024153357,1543
3024153360,465
3024153362,1396
3024153366,1549
3024153367,88
3024153368,468
3024153369,1401
3024153370,1418
3024153371,515
3024153372,603
3024153374,1022
3024153377,1005
3024153380,737
3024153381,394
3024153382,1000
3024153383,75
3024153386,739
3024153387,-1
3024154313,1122
3024154314,242
3024154317,1482
3024154320,-1
3024154321,1177
3024154322,1121
3024154323,1073
3024154324,-1
3024154327,215
3024154330,873
3024154339,171
3024154340,394
3024154341,1437
3024154342,899
3024154344,1401
3024154348,-1
3024154349,538
3024154350,487
3024154352,1427
3024154354,934
3024154355,384
3024154356,1128
3024154360,387
3024154361,1598
3024154362,492
3024154366,1486
3024154373,1486
3024154375,-1
3024154377,473
3024155314,-1
3024155317,694
3024155321,1491
3024155322,812
3024155324,1437
3024155326,374
3024155327,467
3024155328,694
3024155329,1182
3024155330,1083
3024155335,468
3024155337,515
3024155346,1482
3024155357,1437
3024155359,1136
3024155361,1305
3024155363,-1
3024155364,1420
3024155366,489
3024155371,987
3024155372,-1
3024155374,830
3024155375,1000
3024155377,124
3024155382,877
3024155387,384
3024156307,1602
3024156308,541
3024156310,706
3024156313,388
3024156315,1438
3024156317,223
3024156318,387
3024156319,384
3024156324,1215
3024156328,1059
3024156329,539
3024156330,182
3024156333,1128
3024156336,1043
